Date,Price,Volume,Region
2015-11-22,1.12,572019.8,Ohio
2015-11-15,1.04,718330.48,Ohio
2015-11-08,1.05,830967.23,Ohio
2015-11-01,1.12,742220.67,Ohio
2015-10-25,1.19,656892.03,Ohio
2015-10-18,0.99,1005603.78,Ohio
2015-10-11,1.24,653560.14,Ohio
2015-10-04,1.28,657444.04,Ohio
2015-09-27,1.19,696281.81,Ohio
2015-09-20,1.17,709268.62,Ohio
2015-09-13,1.09,924993.61,Ohio
2015-09-06,1.18,823623.36,Ohio
2015-08-30,1.24,734721.29,Ohio
2015-08-23,1.16,783935.36,Ohio
2015-08-16,1.14,882754.72,Ohio
2015-08-09,1.16,821523.45,Ohio
2015-08-02,1.17,800603.23,Ohio
2015-07-26,1.2,772926.12,Ohio
2015-07-19,1.18,800194.34,Ohio
2015-07-12,1.1,850931.58,Ohio
2015-07-05,1.16,896298.77,Ohio
2015-06-28,1.15,862261.64,Ohio
2015-06-21,1.16,862840.73,Ohio
2015-06-14,1.09,955046.82,Ohio
2015-06-07,1.26,794310.29,Ohio
2015-05-31,1.19,949177.06,Ohio
2015-05-24,1.18,908661.83,Ohio
2015-05-17,1.27,790853.86,Ohio
2015-05-10,1.26,855205.82,Ohio
2015-05-03,1.17,896972.05,Ohio
2015-04-26,1.29,747841.09,Ohio
2015-04-19,1.28,762862.62,Ohio
2015-04-12,1.15,837629.62,Ohio
2015-04-05,1.29,688065.45,Ohio
2015-03-29,1.25,663677.32,Ohio
2015-03-22,1.1,808897.21,Ohio
2015-03-15,1.24,693698.13,Ohio
2015-03-08,1.26,657745.9,Ohio
2015-03-01,1.16,770115.24,Ohio
2015-02-22,1.11,749845.79,Ohio
2015-02-15,1.25,637319.34,Ohio
2015-02-08,1.09,844931.21,Ohio
2015-02-01,1.06,1007418.76,Ohio
2015-01-25,1.2,692934.46,Ohio
2015-01-18,1.23,657741.34,Ohio
2015-01-11,1.17,670231.94,Ohio
2015-01-04,1.08,788025.06,Ohio
2015-12-27,0.97,62909.69,Idaho
2015-12-20,1.03,57504.05,Idaho
2015-12-13,0.99,58461.05,Idaho
2015-12-06,0.71,95295.34,Idaho
2015-11-29,1.06,49069.13,Idaho
2015-11-22,1.09,52875.58,Idaho
2015-11-15,1.01,68648.22,Idaho
2015-11-08,1.11,55847.79,Idaho
2015-11-01,1.14,53585.51,Idaho
2015-10-25,1.11,59874.45,Idaho
2015-10-18,1.16,54191.14,Idaho
2015-10-11,0.94,80904.19,Idaho
2015-10-04,1.12,59496.33,Idaho
2015-09-27,0.99,64187.8,Idaho
2015-09-20,1.03,73952.9,Idaho
2015-09-13,1.08,64208.84,Idaho
2015-09-06,1.16,64464.61,Idaho
2015-08-30,1.19,60099.83,Idaho
2015-08-23,1.05,70773.76,Idaho
2015-08-16,1.12,64001.61,Idaho
2015-08-09,1.1,61286.98,Idaho
2015-08-02,1.07,67763.91,Idaho
2015-07-26,1.07,67826.07,Idaho
2015-07-19,1.09,63958.04,Idaho
2015-07-12,1.05,74677.72,Idaho
2015-07-05,1.15,85044.45,Idaho
2015-06-28,1.04,75280.41,Idaho
2015-06-21,1.06,81397.07,Idaho
2015-06-14,0.99,87607.71,Idaho
2015-06-07,1.12,80751.29,Idaho
2015-05-31,0.97,76689.38,Idaho
2015-05-24,1.03,83209.77,Idaho
2015-05-17,0.96,77987.53,Idaho
2015-05-10,1.06,95788.53,Idaho
2015-05-03,1.0,85466.99,Idaho
2015-04-26,0.96,88111.17,Idaho
2015-04-19,0.99,89694.96,Idaho
2015-04-12,1.19,66246.3,Idaho
2015-04-05,1.09,76704.46,Idaho
2015-03-29,0.98,74543.98,Idaho
2015-03-22,1.17,61419.11,Idaho
2015-03-15,1.0,65918.28,Idaho
2015-03-08,1.14,65350.24,Idaho
2015-03-01,1.06,75046.37,Idaho
2015-02-22,0.99,76836.1,Idaho
2015-02-15,1.14,61221.98,Idaho
2015-02-08,1.07,69970.75,Idaho
2015-02-01,0.91,113578.24,Idaho
2015-01-25,1.03,66069.21,Idaho
2015-01-18,1.08,62870.49,Idaho
2015-01-11,1.18,57355.52,Idaho
2015-01-04,1.01,80034.32,Idaho
2015-12-27,1.13,450816.39,Kentucky
2015-12-20,1.07,489802.88,Kentucky
2015-12-13,1.01,549945.76,Kentucky
2015-12-06,1.02,488679.31,Kentucky
2015-11-29,1.19,350559.81,Kentucky
2015-11-22,1.07,466759.99,Kentucky
2015-11-15,1.05,513738.98,Kentucky
2015-11-08,1.04,641759.57,Kentucky
2015-11-01,1.06,553096.84,Kentucky
2015-10-25,1.02,534249.47,Kentucky
2015-10-18,0.94,725296.29,Kentucky
2015-10-11,1.14,485706.68,Kentucky
2015-10-04,1.07,536479.42,Kentucky
2015-09-27,1.07,553307.04,Kentucky
2015-09-20,1.15,498640.23,Kentucky
2015-09-13,1.03,655682.95,Kentucky
2015-09-06,1.11,577774.74,Kentucky
2015-08-30,1.13,526664.87,Kentucky
2015-08-23,1.07,589471.32,Kentucky
2015-08-16,1.15,565795.06,Kentucky
2015-08-09,1.07,690517.19,Kentucky
2015-08-02,1.17,571994.5,Kentucky
2015-07-26,1.28,500233.69,Kentucky
2015-07-19,1.18,597168.12,Kentucky
2015-07-12,1.14,634515.74,Kentucky
2015-07-05,1.27,582909.73,Kentucky
2015-06-28,1.25,560494.92,Kentucky
2015-06-21,1.24,543504.66,Kentucky
2015-06-14,1.08,684346.48,Kentucky
2015-06-07,1.25,562542.86,Kentucky
2015-05-31,1.26,565160.95,Kentucky
2015-05-24,1.14,633521.98,Kentucky
2015-05-17,1.26,534488.54,Kentucky
2015-05-10,1.14,625558.14,Kentucky
2015-05-03,1.17,552368.94,Kentucky
2015-04-26,1.28,465911.37,Kentucky
2015-04-19,1.15,504619.83,Kentucky
2015-04-12,1.26,408485.16,Kentucky
2015-04-05,1.27,449818.01,Kentucky
2015-03-29,1.19,453631.25,Kentucky
2015-03-22,1.18,453173.22,Kentucky
2015-03-15,1.25,417750.36,Kentucky
2015-03-08,1.17,408403.96,Kentucky
2015-03-01,1.11,485736.1,Kentucky
2015-02-22,1.23,355432.28,Kentucky
2015-02-15,1.2,399883.99,Kentucky
2015-02-08,1.04,609985.34,Kentucky
2015-02-01,1.22,490022.14,Kentucky
2015-01-25,1.17,409343.56,Kentucky
2015-01-18,1.23,401331.33,Kentucky
2015-01-11,1.1,437771.89,Kentucky
2015-01-04,1.02,491738.0,Kentucky
2015-12-27,1.35,96233.08,SouthDakota
2015-12-20,1.37,90867.51,SouthDakota
2015-12-13,1.35,98473.23,SouthDakota
2015-12-06,1.23,108457.82,SouthDakota
2015-11-29,1.39,79973.14,SouthDakota
2015-11-22,1.4,90242.31,SouthDakota
2015-11-15,1.36,99703.72,SouthDakota
2015-11-08,1.3,111038.95,SouthDakota
2015-11-01,1.23,118541.11,SouthDakota
2015-10-25,1.36,99554.55,SouthDakota
2015-10-18,1.29,106083.75,SouthDakota
2015-10-11,1.3,109153.84,SouthDakota
2015-10-04,1.33,98900.48,SouthDakota
2015-09-27,1.31,90745.72,SouthDakota
2015-09-20,1.54,60624.47,SouthDakota
2015-09-13,1.59,73043.2,SouthDakota
2015-09-06,1.56,76139.58,SouthDakota
2015-08-30,1.38,83731.42,SouthDakota
2015-08-23,1.49,68953.29,SouthDakota
2015-08-16,1.5,69798.09,SouthDakota
2015-08-09,1.47,81830.13,SouthDakota
2015-08-02,1.47,78162.92,SouthDakota
2015-07-26,1.39,91825.07,SouthDakota
2015-07-19,1.36,128846.15,SouthDakota
2015-07-12,1.45,127351.46,SouthDakota
2015-07-05,1.47,140413.9,SouthDakota
2015-06-28,1.36,137246.7,SouthDakota
2015-06-21,1.5,108655.36,SouthDakota
2015-06-14,1.34,149376.79,SouthDakota
2015-06-07,1.38,130908.11,SouthDakota
2015-05-31,1.4,130841.08,SouthDakota
2015-05-24,1.43,121942.61,SouthDakota
2015-05-17,1.35,137050.23,SouthDakota
2015-05-10,1.33,170547.18,SouthDakota
2015-05-03,1.42,136771.79,SouthDakota
2015-04-26,1.41,136964.3,SouthDakota
2015-04-19,1.42,139612.52,SouthDakota
2015-04-12,1.42,118172.53,SouthDakota
2015-04-05,1.44,124145.62,SouthDakota
2015-03-29,1.39,119890.65,SouthDakota
2015-03-22,1.4,119902.96,SouthDakota
2015-03-15,1.47,103413.11,SouthDakota
2015-03-08,1.35,125724.96,SouthDakota
2015-03-01,1.43,112363.86,SouthDakota
2015-02-22,1.41,109546.92,SouthDakota
2015-02-15,1.44,100207.14,SouthDakota
2015-02-08,1.36,132760.1,SouthDakota
2015-02-01,1.33,153920.35,SouthDakota
2015-01-25,1.5,114052.94,SouthDakota
2015-01-18,1.52,107040.29,SouthDakota
2015-01-11,1.54,106221.32,SouthDakota
2015-01-04,1.4,116253.44,SouthDakota
2015-12-27,0.9,5040365.47,California
2015-12-20,0.94,4695737.21,California
2015-12-13,0.87,5259354.3,California
2015-12-06,0.78,5775536.27,California
2015-11-29,0.91,4575710.62,California
2015-11-22,0.92,4804278.16,California
2015-11-15,0.83,5755190.69,California
2015-11-08,0.98,5148983.51,California
2015-11-01,0.95,5830427.96,California
2015-10-25,1.12,4592461.81,California
2015-10-18,1.07,4999031.79,California
2015-10-11,1.08,5063309.38,California
2015-10-04,1.02,4943781.29,California
2015-09-27,1.04,5216784.63,California
2015-09-20,1.14,4759791.13,California
2015-09-13,1.13,5106508.12,California
2015-09-06,1.09,5806392.78,California
2015-08-30,1.08,5647385.15,California
2015-08-23,1.18,5193221.0,California
2015-08-16,1.11,5616434.08,California
2015-08-09,1.1,6232081.27,California
2015-08-02,1.16,5428238.87,California
2015-07-26,1.13,5557616.27,California
2015-07-19,1.18,5225200.52,California
2015-07-12,1.13,5451636.92,California
2015-07-05,1.12,6718011.83,California
2015-06-28,1.1,5641742.02,California
2015-06-21,1.07,5952597.29,California
2015-06-14,0.97,6741662.31,California
2015-06-07,0.98,6374842.9,California
2015-05-31,0.98,6236903.31,California
2015-05-24,1.1,5621713.64,California
2015-05-17,1.08,5289138.5,California
2015-05-10,0.93,6650357.96,California
2015-05-03,0.88,8567534.49,California
2015-04-26,1.15,4923565.04,California
2015-04-19,1.05,5871080.81,California
2015-04-12,1.06,5636644.51,California
2015-04-05,1.12,5467155.55,California
2015-03-29,1.1,5341821.67,California
2015-03-22,1.06,5571812.77,California
2015-03-15,1.06,5557163.11,California
2015-03-08,0.96,5990243.89,California
2015-03-01,0.84,6700134.25,California
2015-02-22,0.96,5951871.32,California
2015-02-15,0.96,5699944.93,California
2015-02-08,0.91,5871224.58,California
2015-02-01,0.85,9032180.67,California
2015-01-25,1.06,4929884.26,California
2015-01-18,1.02,5570915.26,California
2015-01-11,0.92,6024932.34,California
2015-01-04,0.93,5777334.9,California
2015-12-27,0.96,156698.24,Michigan
2015-12-20,0.98,139917.89,Michigan
2015-12-13,0.95,157146.19,Michigan
2015-12-06,0.99,156114.08,Michigan
2015-11-29,0.95,138858.86,Michigan
2015-11-22,1.0,133618.33,Michigan
2015-11-15,1.01,169281.16,Michigan
2015-11-08,1.03,164322.04,Michigan
2015-11-01,1.11,171793.87,Michigan
2015-10-25,1.27,140920.61,Michigan
2015-10-18,1.26,156565.98,Michigan
2015-10-11,1.14,167396.56,Michigan
2015-10-04,1.22,146737.74,Michigan
2015-09-27,1.09,168780.22,Michigan
2015-09-20,1.2,161443.98,Michigan
2015-09-13,1.19,171077.53,Michigan
2015-09-06,1.01,227728.43,Michigan
2015-08-30,1.2,179026.88,Michigan
2015-08-23,1.15,203298.37,Michigan
2015-08-16,1.24,178525.52,Michigan
2015-08-09,1.21,173059.32,Michigan
2015-08-02,1.24,179321.9,Michigan
2015-07-26,1.23,173896.82,Michigan
2015-07-19,1.19,187575.03,Michigan
2015-07-12,1.18,182856.82,Michigan
2015-07-05,1.18,216118.9,Michigan
2015-06-28,1.17,193654.01,Michigan
2015-06-21,1.17,201173.1,Michigan
2015-06-14,1.15,207093.88,Michigan
2015-06-07,1.15,199980.3,Michigan
2015-05-31,1.19,194630.86,Michigan
2015-05-24,1.2,212527.72,Michigan
2015-05-17,1.21,190799.99,Michigan
2015-05-10,1.19,192767.09,Michigan
2015-05-03,1.0,261492.2,Michigan
2015-04-26,1.2,182141.55,Michigan
2015-04-19,1.18,180944.22,Michigan
2015-04-12,1.17,204005.24,Michigan
2015-04-05,1.19,177919.28,Michigan
2015-03-29,1.23,178788.49,Michigan
2015-03-22,1.19,182876.15,Michigan
2015-03-15,1.19,183944.05,Michigan
2015-03-08,1.25,159386.69,Michigan
2015-03-01,1.18,176146.34,Michigan
2015-02-22,1.08,201741.43,Michigan
2015-02-15,1.22,156798.51,Michigan
2015-02-08,1.17,150139.38,Michigan
2015-02-01,0.98,254009.7,Michigan
2015-01-25,1.18,167270.13,Michigan
2015-01-18,1.25,152671.15,Michigan
2015-01-11,1.26,159942.68,Michigan
2015-01-04,1.19,166006.29,Michigan
2015-12-27,0.93,661137.13,Illinois
2015-12-20,0.91,690669.34,Illinois
2015-12-13,1.07,668601.5,Illinois
2015-12-06,1.14,664020.49,Illinois
2015-11-29,1.11,602481.22,Illinois
2015-11-22,0.94,751897.89,Illinois
2015-11-15,1.17,641881.96,Illinois
2015-11-08,1.01,711146.61,Illinois
2015-11-01,1.0,807041.46,Illinois
2015-10-25,1.12,687650.27,Illinois
2015-10-18,1.15,690302.58,Illinois
2015-10-11,1.08,708914.17,Illinois
2015-10-04,1.18,675172.63,Illinois
2015-09-27,1.15,720501.55,Illinois
2015-09-20,1.19,729117.42,Illinois
2015-09-13,1.19,775671.49,Illinois
2015-09-06,1.11,808677.78,Illinois
2015-08-30,1.12,773773.53,Illinois
2015-08-23,1.2,751850.01,Illinois
2015-08-16,1.16,817690.89,Illinois
2015-08-09,1.25,731125.01,Illinois
2015-08-02,1.27,761027.42,Illinois
2015-07-26,1.12,791332.34,Illinois
2015-07-19,1.24,797060.27,Illinois
2015-07-12,1.26,772151.2,Illinois
2015-07-05,1.24,937317.45,Illinois
2015-06-28,1.21,786250.22,Illinois
2015-06-21,1.24,804902.52,Illinois
2015-06-14,1.21,868197.41,Illinois
2015-06-07,1.24,824216.23,Illinois
2015-05-31,1.26,803571.87,Illinois
2015-05-24,1.23,887105.04,Illinois
2015-05-17,1.23,817870.17,Illinois
2015-05-10,1.23,835938.63,Illinois
2015-05-03,1.04,978376.13,Illinois
2015-04-26,1.24,779868.01,Illinois
2015-04-19,1.24,832529.06,Illinois
2015-04-12,1.24,710718.98,Illinois
2015-04-05,1.27,751812.42,Illinois
2015-03-29,1.22,757271.96,Illinois
2015-03-22,1.21,799946.53,Illinois
2015-03-15,1.09,827010.39,Illinois
2015-03-08,1.18,772997.09,Illinois
2015-03-01,1.09,863391.73,Illinois
2015-02-22,1.18,773078.09,Illinois
2015-02-15,1.17,726401.24,Illinois
2015-02-08,1.13,729325.61,Illinois
2015-02-01,0.91,1133491.66,Illinois
2015-01-25,1.22,745439.17,Illinois
2015-01-18,1.14,797741.43,Illinois
2015-01-11,1.15,802874.94,Illinois
2015-01-04,1.11,783068.03,Illinois
2015-12-27,0.87,162993.77,Ohio
2015-12-20,0.85,175425.57,Ohio
2015-12-13,0.79,207386.27,Ohio
2015-12-06,0.83,207513.04,Ohio
2015-11-29,0.88,141356.34,Ohio
2015-11-22,0.89,174892.99,Ohio
2015-11-15,0.88,193723.22,Ohio
2015-11-08,0.87,239070.13,Ohio
2015-11-01,0.93,254760.33,Ohio
2015-10-25,1.01,203681.71,Ohio
2015-10-18,0.98,186044.56,Ohio
2015-10-11,0.91,213527.77,Ohio
2015-10-04,0.93,235243.88,Ohio
2015-09-27,1.08,202012.62,Ohio
2015-09-20,1.05,210445.12,Ohio
2015-09-13,1.05,216548.9,Ohio
2015-09-06,1.02,232157.91,Ohio
2015-08-30,1.01,234132.09,Ohio
2015-08-23,1.05,208608.84,Ohio
2015-08-16,1.01,234349.47,Ohio
2015-08-09,1.08,214374.41,Ohio
2015-08-02,1.09,206121.36,Ohio
2015-07-26,1.03,216611.18,Ohio
2015-07-19,1.06,223479.02,Ohio
2015-07-12,1.03,218170.8,Ohio
2015-07-05,1.03,250626.33,Ohio
2015-06-28,1.01,225165.84,Ohio
2015-06-21,1.02,243012.2,Ohio
2015-06-14,1.05,229363.51,Ohio
2015-06-07,1.07,234981.67,Ohio
2015-05-31,1.06,222382.69,Ohio
2015-05-24,1.1,222390.09,Ohio
2015-05-17,1.04,234579.34,Ohio
2015-05-10,1.06,259598.76,Ohio
2015-05-03,1.08,238140.96,Ohio
2015-04-26,1.06,214469.51,Ohio
2015-04-19,1.02,226978.72,Ohio
2015-04-12,1.02,188937.83,Ohio
2015-04-05,1.06,196168.6,Ohio
2015-03-29,0.95,198365.16,Ohio
2015-03-22,0.98,212719.94,Ohio
2015-03-15,0.94,196008.57,Ohio
2015-03-08,0.87,219110.81,Ohio
2015-03-01,0.89,226951.64,Ohio
2015-02-22,0.93,183072.02,Ohio
2015-02-15,0.94,169950.37,Ohio
2015-02-08,0.93,186617.2,Ohio
2015-02-01,0.86,300905.18,Ohio
2015-01-25,0.93,213554.45,Ohio
2015-01-18,0.93,175681.09,Ohio
2015-01-11,0.92,201392.27,Ohio
2015-01-04,0.88,228569.58,Ohio
2015-12-27,0.99,107565.04,Kentucky
2015-12-20,1.03,117393.22,Kentucky
2015-12-13,1.03,124617.07,Kentucky
2015-12-06,0.99,137195.59,Kentucky
2015-11-29,1.03,97235.6,Kentucky
2015-11-22,1.04,115089.62,Kentucky
2015-11-15,0.99,117462.94,Kentucky
2015-11-08,0.95,152084.79,Kentucky
2015-11-01,0.99,135237.01,Kentucky
2015-10-25,1.04,119210.27,Kentucky
2015-10-18,0.98,137773.84,Kentucky
2015-10-11,0.9,145305.65,Kentucky
2015-10-04,0.93,134326.53,Kentucky
2015-09-27,1.02,137298.77,Kentucky
2015-09-20,1.0,165068.86,Kentucky
2015-09-13,1.02,169025.14,Kentucky
2015-09-06,1.04,144563.15,Kentucky
2015-08-30,1.03,147230.76,Kentucky
2015-08-23,1.08,130920.97,Kentucky
2015-08-16,1.03,155881.73,Kentucky
2015-08-09,1.0,167387.9,Kentucky
2015-08-02,1.05,148597.91,Kentucky
2015-07-26,1.02,159846.2,Kentucky
2015-07-19,1.05,159137.17,Kentucky
2015-07-12,1.04,143992.91,Kentucky
2015-07-05,0.98,173370.68,Kentucky
2015-06-28,0.94,159970.54,Kentucky
2015-06-21,0.99,164161.25,Kentucky
2015-06-14,1.01,171353.59,Kentucky
2015-06-07,1.03,187983.88,Kentucky
2015-05-31,1.1,143985.96,Kentucky
2015-05-24,1.01,171879.57,Kentucky
2015-05-17,1.0,180511.78,Kentucky
2015-05-10,1.1,162802.65,Kentucky
2015-05-03,0.99,176737.77,Kentucky
2015-04-26,1.02,161438.17,Kentucky
2015-04-19,1.0,172913.44,Kentucky
2015-04-12,1.07,129397.39,Kentucky
2015-04-05,1.09,126109.82,Kentucky
2015-03-29,0.96,139065.31,Kentucky
2015-03-22,0.94,182625.49,Kentucky
2015-03-15,1.01,149884.1,Kentucky
2015-03-08,0.95,141281.56,Kentucky
2015-03-01,1.03,136795.35,Kentucky
2015-02-22,1.09,114280.87,Kentucky
2015-02-15,1.05,106663.68,Kentucky
2015-02-08,0.96,128078.27,Kentucky
2015-02-01,0.87,216653.06,Kentucky
2015-01-25,1.08,116995.68,Kentucky
2015-01-18,1.02,116450.21,Kentucky
2015-01-11,0.97,125742.48,Kentucky
2015-01-04,0.89,158638.04,Kentucky
2015-12-27,0.8,1020390.64,SouthDakota
2015-12-20,0.82,928051.16,SouthDakota
2015-12-13,0.79,980891.18,SouthDakota
2015-12-06,0.74,1054849.97,SouthDakota
2015-11-29,0.8,839818.87,SouthDakota
2015-11-22,0.78,885067.49,SouthDakota
2015-11-15,0.71,1040439.71,SouthDakota
2015-11-08,0.8,977717.36,SouthDakota
2015-11-01,0.78,1114177.66,SouthDakota
2015-10-25,0.86,1010394.81,SouthDakota
2015-10-18,0.83,992983.76,SouthDakota
2015-10-11,0.81,1100679.15,SouthDakota
2015-10-04,0.82,1104602.14,SouthDakota
2015-09-27,0.84,1063583.86,SouthDakota
2015-09-20,0.77,1155212.67,SouthDakota
2015-09-13,0.86,1212585.41,SouthDakota
2015-09-06,0.84,1270739.69,SouthDakota
2015-08-30,0.82,1101680.91,SouthDakota
2015-08-23,0.85,1120172.03,SouthDakota
2015-08-16,0.88,1122668.33,SouthDakota
2015-08-09,0.85,1124259.51,SouthDakota
2015-08-02,0.87,1067498.21,SouthDakota
2015-07-26,0.8,1191310.92,SouthDakota
2015-07-19,0.82,1186878.88,SouthDakota
2015-07-12,0.82,1144448.23,SouthDakota
2015-07-05,0.83,1320696.13,SouthDakota
2015-06-28,0.77,1203553.98,SouthDakota
2015-06-21,0.75,1283503.44,SouthDakota
2015-06-14,0.65,1508750.45,SouthDakota
2015-06-07,0.73,1255575.78,SouthDakota
2015-05-31,0.68,1377670.81,SouthDakota
2015-05-24,0.81,1184131.34,SouthDakota
2015-05-17,0.73,1219398.43,SouthDakota
2015-05-10,0.75,1298826.19,SouthDakota
2015-05-03,0.77,1282852.08,SouthDakota
2015-04-26,0.81,1102639.51,SouthDakota
2015-04-19,0.8,1137811.87,SouthDakota
2015-04-12,0.72,1266899.55,SouthDakota
2015-04-05,0.77,1324348.89,SouthDakota
2015-03-29,0.79,1164808.22,SouthDakota
2015-03-22,0.67,1333424.37,SouthDakota
2015-03-15,0.72,1211158.55,SouthDakota
2015-03-08,0.75,1218684.28,SouthDakota
2015-03-01,0.82,1144032.03,SouthDakota
2015-02-22,0.8,1116600.76,SouthDakota
2015-02-15,0.77,1020856.87,SouthDakota
2015-02-08,0.67,1207167.54,SouthDakota
2015-02-01,0.68,1391089.32,SouthDakota
2015-01-25,0.8,1008295.47,SouthDakota
2015-01-18,0.76,1091677.29,SouthDakota
2015-01-11,0.76,1128693.04,SouthDakota
2015-01-04,0.74,1086363.97,SouthDakota
2015-12-27,0.98,625475.1,Missouri
2015-12-20,1.05,528944.54,Missouri
2015-12-13,0.83,741702.5,Missouri
2015-12-06,0.76,838225.19,Missouri
2015-11-29,1.12,429109.64,Missouri
2015-11-22,0.85,724865.72,Missouri
2015-11-15,0.82,925618.09,Missouri
2015-11-08,0.93,690633.88,Missouri
2015-11-01,0.82,831994.43,Missouri
2015-10-25,0.93,735206.51,Missouri
2015-10-18,0.87,805437.95,Missouri
2015-10-11,0.9,775976.51,Missouri
2015-10-04,1.02,678935.84,Missouri
2015-09-27,0.97,694871.74,Missouri
2015-09-20,0.98,760083.16,Missouri
2015-09-13,1.01,735436.91,Missouri
2015-09-06,1.09,729046.74,Missouri
2015-08-30,1.14,721703.83,Missouri
2015-08-23,1.2,598195.03,Missouri
2015-08-16,1.17,648148.15,Missouri
2015-08-09,1.09,669377.04,Missouri
2015-08-02,1.05,727916.83,Missouri
2015-07-26,1.18,703672.69,Missouri
2015-07-19,1.1,857872.86,Missouri
2015-07-12,1.18,738933.68,Missouri
2015-07-05,1.19,736913.15,Missouri
2015-06-28,1.2,696697.65,Missouri
2015-06-21,1.16,730826.79,Missouri
2015-06-14,1.16,743005.75,Missouri
